# gaia offsets for plate:9450 pointing:B fiberPosition:3
# ra/dec in deg, xyFocal in mm, offsets in arcseconds (plPlug - gaia)
# plPlug ra, plPlug dec, plPlug xFocal, plPlug yFocal, offRA, offDec, gaia ra, gaia dec
7.7253015, -0.9175607, -74.610404, 303.844720, -0.0695, 0.0315, 7.7253208, -0.9175695
7.6824292, -0.2231614, -60.097871, 73.491817, 0.0927, 0.1186, 7.6824035, -0.2231943
7.6033243, -0.0181764, -34.022259, 5.964475, 0.0711, 0.1020, 7.6033045, -0.0182047
7.6973315, 0.4288119, -65.065980, -141.405420, 0.0309, 0.0530, 7.6973229, 0.4287971
7.7688751, 0.6443048, -88.808193, -212.826340, -0.0619, 0.0388, 7.7688923, 0.6442940
8.1128633, -0.2978411, -202.401810, 98.340171, -0.0574, 0.0712, 8.1128792, -0.2978609
8.0300687, -0.2116840, -174.899730, 69.823253, 0.0637, 0.1568, 8.0300510, -0.2117276
7.9826280, 0.1137722, -159.163400, -37.538393, 0.0072, 0.1400, 7.9826260, 0.1137333
7.2424847, 0.7818853, 85.160728, -258.590190, -0.0238, 0.0708, 7.2424913, 0.7818656
7.0607707, -0.0545656, 144.803800, 17.967950, -0.1056, 0.1031, 7.0608000, -0.0545943
7.2158774, -0.2180948, 93.626340, 71.844102, -0.0471, 0.0648, 7.2158905, -0.2181128
6.9739677, -0.4693777, 173.760280, 155.021500, 0.0046, 0.1130, 6.9739664, -0.4694091
7.1349967, -0.7185529, 120.685910, 237.563320, -0.0871, 0.0991, 7.1350209, -0.7185804
6.7358291, 0.3387174, 252.760230, -112.052490, -0.0699, 0.1584, 6.7358485, 0.3386734
6.7639391, -0.1383619, 243.244460, 45.702593, -0.1295, 0.2018, 6.7639751, -0.1384179
6.7869519, -0.4660113, 235.889680, 154.142710, -0.1083, 0.1608, 6.7869820, -0.4660560
