# gaia offsets for plate:9450 pointing:C fiberPosition:1
# ra/dec in deg, xyFocal in mm, offsets in arcseconds (plPlug - gaia)
# plPlug ra, plPlug dec, plPlug xFocal, plPlug yFocal, offRA, offDec, gaia ra, gaia dec
37.6239100, -0.6045703, -40.898410, 199.522220, -0.1968, 0.0827, 37.6239647, -0.6045933
37.8831750, -0.4434838, -126.443920, 146.319580, -0.0592, 0.0957, 37.8831914, -0.4435104
37.7885230, -0.0519115, -95.050684, 17.080471, -0.1051, -0.0203, 37.7885522, -0.0519059
37.8508680, 0.4707236, -115.783630, -155.349150, -0.1043, 0.0390, 37.8508970, 0.4707128
37.9363040, 0.8370246, -144.486250, -277.212300, -0.0184, 0.0703, 37.9363091, 0.8370051
38.2144590, -0.4937714, -236.400150, 163.356770, -0.1191, -0.0008, 38.2144921, -0.4937711
38.2872310, -0.0366757, -260.257830, 12.104680, 0.0897, -0.0806, 38.2872061, -0.0366533
38.2438400, 0.5522579, -246.287360, -182.872360, -0.0083, 0.0279, 38.2438423, 0.5522502
37.4126210, 0.8807936, 28.915928, -291.500290, 0.0981, -0.1455, 37.4125937, 0.8808340
37.2162770, 0.2598814, 93.506724, -85.664580, -0.0852, 0.0047, 37.2163007, 0.2598801
37.4945610, -0.2615428, 1.791606, 86.126894, 0.0694, 0.1077, 37.4945417, -0.2615727
37.3301480, -0.3725790, 55.985051, 122.779750, 0.0151, 0.0795, 37.3301438, -0.3726010
37.4634900, -0.9180634, 12.086769, 303.914570, -0.0726, 0.0934, 37.4635102, -0.9180893
36.8582040, 0.2704039, 211.986250, -89.331337, -0.1425, -0.0206, 36.8582436, 0.2704096
36.8794480, -0.0024624, 204.836250, 0.792815, -0.0230, 0.0337, 36.8794544, -0.0024718
36.8050900, -0.5137603, 229.920140, 169.962100, -0.0307, 0.0205, 36.8050985, -0.5137660
