# gaia offsets for plate:9450 pointing:D fiberPosition:2
# ra/dec in deg, xyFocal in mm, offsets in arcseconds (plPlug - gaia)
# plPlug ra, plPlug dec, plPlug xFocal, plPlug yFocal, offRA, offDec, gaia ra, gaia dec
67.7291560, -0.6554636, -75.686349, 216.464390, -0.0727, 0.1305, 67.7291762, -0.6554999
67.7872530, -0.3198448, -94.692797, 105.411140, -0.1833, -0.0228, 67.7873039, -0.3198384
67.7270710, 0.0382335, -74.790298, -12.612316, -0.0366, 0.0686, 67.7270812, 0.0382145
68.0326660, 0.1655933, -175.740180, -54.650795, -0.1260, 0.0554, 68.0327010, 0.1655779
67.5965830, 0.6659051, -31.893567, -219.909970, -0.0263, -0.0620, 67.5965903, 0.6659223
68.3110690, -0.3943896, -268.472500, 130.525250, -0.1450, -0.0888, 68.3111093, -0.3943650
68.3229170, -0.0860737, -272.169060, 28.447070, -0.0173, 0.0146, 68.3229218, -0.0860778
68.1735070, 0.3121876, -222.556300, -103.176910, -0.0048, -0.0015, 68.1735083, 0.3121880
67.2808990, 0.6889893, 72.384355, -227.637490, -0.2877, 0.1746, 67.2809789, 0.6889408
67.1989400, 0.1057956, 99.190897, -34.874720, 0.0310, -0.0083, 67.1989314, 0.1057979
67.3167200, -0.2386817, 60.380991, 78.608167, -0.0589, 0.1161, 67.3167364, -0.2387140
67.0768340, -0.4894178, 139.708980, 161.556920, 0.0550, -0.0873, 67.0768187, -0.4893936
67.1546880, -0.6593334, 114.104390, 217.845880, 0.1270, 0.1121, 67.1546527, -0.6593646
66.8909680, 0.2197638, 201.077840, -72.573993, -0.1601, -0.0057, 66.8910125, 0.2197653
66.8117840, 0.1429557, 227.333570, -47.239570, -0.1962, 0.0253, 66.8118385, 0.1429487
66.8154500, -0.1090979, 226.102630, 36.012966, 0.0663, 0.0719, 66.8154316, -0.1091179
