# gaia offsets for plate:9450 pointing:A fiberPosition:2
# ra/dec in deg, xyFocal in mm, offsets in arcseconds (plPlug - gaia)
# plPlug ra, plPlug dec, plPlug xFocal, plPlug yFocal, offRA, offDec, gaia ra, gaia dec
337.7755800, -0.7514553, -91.112894, 248.426890, -0.1691, 0.1112, 337.7756270, -0.7514861
337.9547900, -0.2209107, -149.991860, 72.833639, Nan, Nan, Nan, Nan
337.6619400, -0.1515947, -53.336680, 49.906059, -0.0472, 0.1052, 337.6619531, -0.1516239
338.0950600, 0.4534956, -196.643010, -149.877490, Nan, Nan, Nan, Nan
337.6326500, 0.9165214, -43.918177, -303.470350, 0.0516, -0.0078, 337.6326357, 0.9165236
338.3005200, -0.3335766, -264.875900, 110.351540, 0.0425, -0.0162, 338.3005082, -0.3335721
338.2576400, -0.1450022, -250.431660, 47.907760, -0.0158, 0.0572, 338.2576444, -0.1450181
338.1913900, 0.1598125, -228.396100, -52.810808, 0.0084, 0.0533, 338.1913877, 0.1597977
337.4578600, 0.7102942, 13.920242, -234.650060, -0.0628, 0.0484, 337.4578774, 0.7102807
337.1705800, 0.1246802, 108.550460, -41.102299, -0.0307, 0.0612, 337.1705885, 0.1246632
337.3410600, 0.0863168, 52.342938, -28.444630, -0.0397, 0.1324, 337.3410710, 0.0862800
336.9892100, -0.3852539, 168.629500, 127.160920, 0.0210, 0.1116, 336.9892042, -0.3852849
337.3537000, -0.8376433, 48.395559, 277.071690, 0.0820, 0.0867, 337.3536772, -0.8376674
336.8270800, 0.0924320, 222.233500, -30.544539, -0.0842, 0.0555, 336.8271034, 0.0924166
336.6507200, 0.0224485, 280.957060, -7.445945, 0.0280, -0.0522, 336.6507122, 0.0224630
336.7037700, -0.2493933, 263.361190, 82.467292, -0.0590, 0.0341, 336.7037864, -0.2494027
