# gaia offsets for plate:9450 pointing:A fiberPosition:3
# ra/dec in deg, xyFocal in mm, offsets in arcseconds (plPlug - gaia)
# plPlug ra, plPlug dec, plPlug xFocal, plPlug yFocal, offRA, offDec, gaia ra, gaia dec
337.7223700, -0.8190080, -73.558134, 270.902500, Nan, Nan, Nan, Nan
337.9073500, -0.2287473, -134.312960, 75.399412, -0.0878, 0.0843, 337.9073744, -0.2287708
337.5663500, 0.0482255, -21.846856, -15.898190, Nan, Nan, Nan, Nan
337.9874700, 0.4801758, -160.991780, -158.597800, -0.1568, 0.0887, 337.9875136, 0.4801512
337.5827800, 0.9099260, -27.403033, -301.241870, -0.0537, 0.1212, 337.5827949, 0.9098923
338.2580700, -0.4635334, -250.888720, 153.387660, -0.0673, -0.0036, 338.2580887, -0.4635324
338.0915700, -0.1024207, -195.237750, 33.780632, -0.0453, 0.0810, 338.0915826, -0.1024431
338.1565600, 0.4993737, -217.137430, -165.169410, -0.0552, 0.0971, 338.1565753, 0.4993468
337.2579700, 0.7196111, 79.987227, -237.837720, 0.0286, 0.0586, 337.2579620, 0.7195949
337.1163700, 0.1142115, 126.444020, -37.661922, -0.0781, 0.1097, 337.1163917, 0.1141811
337.0381800, -0.0787979, 152.274970, 25.960397, -0.1886, 0.1233, 337.0382324, -0.0788322
336.9741400, -0.2751493, 173.540700, 90.778860, -0.0022, 0.0308, 336.9741406, -0.2751578
337.0800400, -0.6692888, 138.834910, 221.238340, -0.0064, -0.0525, 337.0800418, -0.6692742
336.7665000, 0.4233187, 242.643320, -140.051540, 0.1009, 0.0997, 336.7664720, 0.4232910
336.6122900, -0.2383017, 293.904660, 78.876060, Nan, Nan, Nan, Nan
336.6553300, -0.3851425, 279.683120, 127.504970, -0.0617, 0.0259, 336.6553471, -0.3851497
